pseudocode,total_students,total_boys,total_girls,students_primary,students_upper_primary,students_secondary,school_level,total_tch,regular,contract,part_time,trained_comp,class_taught_pr,class_taught_upr,class_taught_pr_upr,class_taught_sec_only,class_taught_hsec_only,post_graduate_and_above,graduate,classrooms_total,classrooms_pucca,classrooms_good,toilets_boys_func,toilets_girls_func,has_girls_toilet,has_boys_toilet,has_ramp,has_library,has_playground,has_electricity,has_internet,has_handwash,has_boundary_wall,has_comp_lab,has_solar,has_hm_room,ptr,ptr_threshold,ptr_violation_severity,students_per_classroom,infrastructure_gap,eligible_grant_norm,funding_ratio,growth_rate,qualified_teacher_ratio,contract_ratio,validation_label,risk_score,risk_level
5224735,252,151,101,252,0,0,primary,5,4,1,0,3,5,0,0,0,0,3,2,5,1,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,50.4,30,0.68,50.4,0,75000,1,0,1,0.2,Reject,23.9,Low
5225944,859,477,382,859,0,0,primary,12,12,0,0,11,11,0,0,0,0,6,5,15,1,15,25,16,1,1,1,1,1,1,1,1,1,0,0,1,71.58,30,1.386,57.27,0,75000,1,0,0.9167,0,Reject,31.48,Medium
5228992,307,0,307,307,0,0,primary,7,7,0,0,5,6,0,0,0,0,2,5,18,2,18,0,6,1,0,1,1,1,1,1,1,1,0,0,1,43.86,30,0.462,17.06,1,75000,1,0,1,0,Flag,14.88,Low
5230651,533,311,222,411,122,0,primary,11,10,1,0,8,7,3,1,0,0,4,5,20,2,20,7,7,1,1,1,1,1,1,1,1,1,0,0,1,48.45,30,0.615,26.65,0,75000,1,0,0.8182,0.0909,Reject,16.74,Low
5230679,3590,3590,0,0,2034,989,upper_primary,95,81,0,14,83,0,8,0,64,23,70,25,48,4,48,4,0,0,1,1,1,1,1,1,1,1,0,0,1,37.79,35,0.0797,74.79,1,100000,1,0,1,0,Flag,18.37,Low
5233195,132,77,55,132,0,0,primary,5,4,1,0,3,5,0,0,0,0,0,5,8,1,8,1,1,1,1,1,1,0,1,1,1,1,0,0,1,26.4,30,-0.12,16.5,0,50000,1,0,1,0.2,Accept,3,Low
5233921,334,201,133,211,104,19,primary,14,6,8,0,12,6,6,0,2,0,4,10,14,3,14,5,5,1,1,1,1,1,1,1,1,1,0,0,1,23.86,30,-0.2047,23.86,0,75000,1,0,1,0.5714,Accept,8.57,Low
5238205,1895,1088,807,1163,524,130,primary,94,35,59,0,93,39,12,4,5,8,61,33,72,1,72,3,3,1,1,1,1,1,1,1,1,1,1,0,1,20.16,30,-0.328,26.32,0,100000,1,0,1,0.6277,Flag,9.42,Low
5239070,5641,299,5342,672,1907,1572,upper_primary,134,115,1,18,29,12,37,0,42,39,92,42,63,1,53,38,38,1,1,1,1,1,1,1,1,1,0,0,1,42.1,35,0.2029,89.54,0,100000,1,0,1,0.0075,Flag,20.18,Low
5240639,53,32,21,53,0,0,primary,4,4,0,0,0,4,0,0,0,0,0,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13.25,30,-0.5583,10.6,0,25000,1,0,1,0,Accept,0,Low
5241660,1009,624,385,570,305,134,primary,32,19,13,0,32,11,7,1,10,0,18,13,25,3,25,5,7,1,1,1,1,1,1,1,1,1,0,1,1,31.53,30,0.051,40.36,0,100000,1,0,0.9688,0.4062,Flag,7.5,Low
5243288,246,114,132,246,0,0,primary,3,3,0,0,0,3,0,0,0,0,2,1,5,1,5,1,2,1,1,1,1,1,1,1,1,1,0,0,1,82,30,1.7333,49.2,0,50000,1,0,1,0,Reject,28.45,Low
5243888,283,173,110,283,0,0,primary,10,10,0,0,1,10,0,0,0,0,4,6,9,1,6,4,4,1,1,1,1,1,1,1,1,1,0,0,1,28.3,30,-0.0567,31.44,0,75000,1,0,1,0,Accept,0,Low
5244090,906,568,338,644,262,0,primary,28,25,3,0,25,12,8,4,0,0,10,14,23,1,23,6,6,1,1,1,1,1,1,1,1,1,0,0,1,32.36,30,0.0787,39.39,0,75000,1,0,0.8571,0.1071,Flag,3.57,Low
5247158,194,103,91,194,0,0,primary,5,5,0,0,0,4,0,0,0,0,1,4,11,1,10,4,2,1,1,1,1,1,1,1,1,1,0,0,1,38.8,30,0.2933,17.64,0,50000,1,0,1,0,Flag,7.33,Low
5249145,464,264,200,299,165,0,primary,14,3,11,0,9,6,5,1,0,0,7,7,15,1,15,8,9,1,1,1,1,1,1,1,1,1,0,1,1,33.14,30,0.1047,30.93,0,75000,1,0,1,0.7857,Flag,14.4,Low
5249688,1116,650,466,583,297,149,primary,40,19,0,21,20,19,7,0,8,6,22,18,28,1,28,9,12,1,1,1,1,1,1,1,1,1,0,1,1,27.9,30,-0.07,39.86,0,100000,1,0,1,0,Accept,0,Low
5249984,595,282,313,595,0,0,primary,12,12,0,0,6,11,0,0,0,0,3,4,14,2,14,3,3,1,1,1,1,1,1,1,1,1,0,0,1,49.58,30,0.6527,42.5,0,75000,1,0,0.5833,0,Reject,17.26,Low
5250016,6296,0,6296,0,2480,1917,upper_primary,162,57,4,101,34,0,35,0,32,41,117,45,81,6,81,0,33,1,0,1,1,1,1,1,1,0,0,0,1,38.86,35,0.1103,77.73,2,100000,1,0,1,0.0247,Flag,23.94,Low
5250228,694,424,270,468,226,0,primary,13,8,5,0,9,7,6,0,0,0,4,8,12,1,12,3,3,1,1,1,1,0,1,1,1,1,0,0,1,53.38,30,0.7793,57.83,0,75000,1,0,0.9231,0.3846,Reject,31.94,Medium
5251388,566,281,285,566,0,0,primary,5,3,2,0,5,5,0,0,0,0,1,4,20,1,20,5,7,1,1,1,1,1,1,1,1,1,0,1,1,113.2,30,2.7733,28.3,0,75000,1,0,1,0.4,Reject,31,Medium
5251703,1603,911,692,454,580,339,upper_primary,76,34,28,14,68,21,17,0,20,11,55,19,48,1,48,9,7,1,1,1,1,1,1,1,1,1,1,1,1,21.09,35,-0.3974,33.4,0,100000,1,0,0.9737,0.3684,Accept,5.53,Low
5252273,2038,1154,884,1356,522,117,primary,45,45,0,0,24,17,9,0,6,7,25,20,44,3,44,9,6,1,1,1,1,1,1,1,1,1,1,1,1,45.29,30,0.5097,46.32,0,100000,1,0,1,0,Reject,15.11,Low
5253396,2000,2000,0,0,1166,495,upper_primary,52,33,0,19,41,0,19,0,13,13,42,10,47,2,47,57,0,0,1,1,1,1,1,1,1,1,1,0,1,38.46,35,0.0989,42.55,1,100000,1,0,1,0,Flag,6.76,Low
5254526,487,0,487,487,0,0,primary,16,15,1,0,0,13,0,0,0,0,5,10,15,1,15,0,27,1,0,1,1,1,1,1,1,1,0,1,1,30.44,30,0.0147,32.47,1,75000,1,0,0.9375,0.0625,Flag,4.64,Low
5254833,731,731,0,731,0,0,primary,15,15,0,0,11,15,0,0,0,0,1,10,19,3,19,17,0,0,1,1,1,1,1,1,1,1,0,0,1,48.73,30,0.6243,38.47,1,75000,1,0,0.7333,0,Reject,18.94,Low
5256791,4877,0,4877,471,1781,1243,upper_primary,129,105,3,21,66,13,4,1,24,32,91,38,80,0,65,0,43,1,0,1,1,1,1,1,1,1,1,0,1,37.81,35,0.0803,60.96,1,100000,1,0,1,0.0233,Flag,13.55,Low
5257714,118,65,53,118,0,0,primary,9,9,0,0,9,8,0,0,0,0,5,3,17,1,17,2,2,1,1,1,1,1,1,1,1,1,0,0,1,13.11,30,-0.563,6.94,0,50000,1,0,0.8889,0,Accept,0,Low
5259317,9,4,5,9,0,0,primary,2,2,0,0,2,2,0,0,0,0,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,0,0,1,4.5,30,-0.85,4.5,0,10000,1,0,1,0,Accept,0,Low
5260511,471,243,228,471,0,0,primary,11,11,0,0,2,10,0,0,0,0,0,8,20,2,20,6,7,1,1,1,1,1,1,1,1,1,0,0,1,42.82,30,0.4273,23.55,0,75000,1,0,0.7273,0,Flag,10.68,Low
5262747,675,0,675,0,432,243,upper_primary,22,17,0,5,21,0,11,0,11,0,16,6,19,0,19,0,9,1,0,1,1,1,1,1,1,1,0,0,1,30.68,35,-0.1234,35.53,1,75000,1,0,1,0,Accept,3.33,Low
5262888,191,113,78,191,0,0,primary,7,5,2,0,2,7,0,0,0,0,2,4,7,1,7,4,3,1,1,1,1,1,1,1,1,1,0,0,1,27.29,30,-0.0903,27.29,0,50000,1,0,0.8571,0.2857,Accept,4.29,Low
5263888,616,616,0,616,0,0,primary,13,9,4,0,13,13,0,0,0,0,2,9,15,3,13,7,0,0,1,1,1,1,1,1,1,1,0,0,1,47.38,30,0.5793,41.07,1,75000,1,0,0.8462,0.3077,Reject,22.83,Low
5264812,380,167,213,380,0,0,primary,9,8,1,0,5,8,0,0,0,0,3,4,12,2,11,11,11,1,1,1,1,1,1,1,1,1,0,1,1,42.22,30,0.4073,31.67,0,75000,1,0,0.7778,0.1111,Flag,11.85,Low
5267209,1176,0,1176,1176,0,0,primary,27,17,10,0,4,25,0,0,0,0,6,20,33,2,29,0,6,1,0,1,1,1,1,1,1,1,0,0,1,43.56,30,0.452,35.64,1,100000,1,0,0.963,0.3704,Flag,20.19,Low
5270947,676,408,268,165,202,147,upper_primary,29,29,0,0,11,4,8,0,5,11,22,7,21,2,19,5,3,1,1,1,1,1,1,1,1,1,1,0,1,23.31,35,-0.334,32.19,0,75000,1,0,1,0,Accept,0,Low
5270993,487,298,189,329,158,0,primary,23,10,13,0,3,13,6,0,0,0,9,13,18,4,18,4,4,1,1,1,1,1,1,1,1,1,0,0,1,21.17,30,-0.2943,27.06,0,75000,1,0,0.9565,0.5652,Accept,8.48,Low
5276351,412,0,412,119,118,85,primary,28,28,0,0,2,5,9,0,7,7,21,7,19,1,19,0,10,1,0,1,1,1,1,1,1,1,1,0,1,14.71,30,-0.5097,21.68,1,75000,1,0,1,0,Accept,3.33,Low
5278513,3741,153,3588,445,1587,857,upper_primary,107,98,0,9,37,10,38,1,25,26,81,26,62,0,62,4,59,1,1,1,1,1,1,1,1,1,1,0,1,34.96,35,-0.0011,60.34,0,100000,1,0,1,0,Flag,7.63,Low
5278642,666,628,38,88,238,173,upper_primary,35,31,1,3,9,6,10,0,6,12,23,12,20,2,20,9,4,1,1,1,1,1,1,1,1,1,1,0,1,19.03,35,-0.4563,33.3,0,75000,1,0,1,0.0286,Accept,0.43,Low
5279254,518,296,222,343,175,0,primary,16,5,11,0,12,7,6,1,0,0,7,6,16,1,16,5,3,1,1,1,1,1,1,1,1,1,0,0,1,32.38,30,0.0793,32.38,0,75000,1,0,0.8125,0.6875,Flag,12.3,Low
5280430,3120,1737,1383,1444,858,447,primary,153,135,18,0,148,51,36,0,18,29,105,48,84,2,84,38,47,1,1,1,1,1,1,1,1,1,1,0,1,20.39,30,-0.3203,37.14,0,100000,1,0,1,0.1176,Accept,1.76,Low
5280914,1086,619,467,1086,0,0,primary,16,13,3,0,6,15,0,0,0,0,3,12,14,2,14,13,13,1,1,1,1,1,1,1,1,1,0,1,1,67.88,30,1.2627,77.57,0,100000,1,0,0.9375,0.1875,Reject,41.9,Medium
5281773,801,463,338,601,200,0,primary,16,16,0,0,1,7,7,0,0,0,5,11,19,1,19,4,2,1,1,1,1,1,1,1,1,1,0,0,1,50.06,30,0.6687,42.16,0,75000,1,0,1,0,Reject,17.53,Low
5283091,782,356,426,782,0,0,primary,17,16,1,0,3,17,0,0,0,0,9,8,18,1,18,9,9,1,1,1,1,1,1,1,1,1,0,0,1,46,30,0.5333,43.44,0,75000,1,0,1,0.0588,Reject,15.5,Low
5285408,291,0,291,291,0,0,primary,6,6,0,0,0,6,0,0,0,0,3,3,6,1,6,0,8,1,0,1,1,1,1,1,1,1,0,1,1,48.5,30,0.6167,48.5,1,75000,1,0,1,0,Reject,21.94,Low
5286909,1874,0,1874,455,554,393,upper_primary,65,51,2,12,33,12,15,0,15,16,40,24,2,1,2,0,30,1,0,1,1,0,1,1,1,1,0,0,1,28.83,35,-0.1763,937,1,100000,1,0,0.9846,0.0308,Flag,18.8,Low
5287285,276,147,129,276,0,0,primary,5,3,2,0,2,5,0,0,0,0,1,4,8,1,8,2,1,1,1,1,1,0,1,1,1,1,0,0,1,55.2,30,0.84,34.5,0,75000,1,0,1,0.4,Reject,27,Low
5287547,422,422,0,422,0,0,primary,13,13,0,0,1,13,0,0,0,0,3,9,23,2,13,6,0,0,1,1,1,1,1,1,1,1,0,1,1,32.46,30,0.082,18.35,1,75000,1,0,0.9231,0,Flag,5.38,Low
5287730,1678,0,1678,0,677,434,upper_primary,66,52,4,10,28,0,10,0,30,21,47,19,31,2,31,0,21,1,0,1,1,1,1,1,1,1,1,0,1,25.42,35,-0.2737,54.13,1,100000,1,0,1,0.0606,Flag,9.54,Low
5288701,987,0,987,987,0,0,primary,17,12,5,0,1,16,0,0,0,0,4,7,36,1,36,0,19,1,0,1,1,1,1,1,1,1,0,1,1,58.06,30,0.9353,27.42,1,75000,1,0,0.6471,0.2941,Reject,31.13,Medium
5288934,1191,635,556,1191,0,0,primary,25,24,0,1,14,24,0,0,0,0,6,19,23,1,23,7,7,1,1,1,1,1,1,1,1,1,0,1,1,47.64,30,0.588,51.78,0,100000,1,0,1,0,Reject,19.12,Low
5291430,471,229,242,471,0,0,primary,13,12,1,0,4,11,0,0,0,0,2,10,12,1,12,18,18,1,1,1,1,1,1,1,1,1,0,1,1,36.23,30,0.2077,39.25,0,75000,1,0,0.9231,0.0769,Flag,6.35,Low
5294973,80,51,29,80,0,0,primary,5,3,2,0,0,5,0,0,0,0,0,3,5,1,5,2,2,1,1,1,1,1,1,1,1,1,0,0,1,16,30,-0.4667,16,0,25000,1,0,0.6,0.4,Accept,6,Low
5295828,696,371,325,696,0,0,primary,13,12,1,0,13,12,0,0,0,0,1,8,13,1,11,7,8,1,1,1,1,1,1,1,1,1,0,0,1,53.54,30,0.7847,53.54,0,75000,1,0,0.6923,0.0769,Reject,25.85,Low
5296526,1212,746,466,458,414,206,primary,50,32,18,0,48,22,7,0,3,9,34,16,37,1,37,8,8,1,1,1,1,1,1,1,1,1,1,1,1,24.24,30,-0.192,32.76,0,100000,1,0,1,0.36,Accept,5.4,Low
5298224,400,0,400,0,182,114,upper_primary,23,20,0,3,10,0,9,0,7,6,18,5,12,0,12,0,1,1,0,1,1,1,1,1,1,1,1,1,1,17.39,35,-0.5031,33.33,1,75000,1,0,1,0,Accept,3.33,Low
5299672,179,99,80,179,0,0,primary,5,5,0,0,0,5,0,0,0,0,1,4,5,1,5,2,2,1,1,1,1,1,1,1,1,1,0,0,1,35.8,30,0.1933,35.8,0,50000,1,0,1,0,Flag,4.83,Low
5302284,1788,1194,594,188,713,453,upper_primary,56,42,0,14,51,5,13,0,17,18,40,16,48,0,48,19,24,1,1,1,1,1,1,1,1,1,0,1,1,31.93,35,-0.0877,37.25,0,100000,1,0,1,0,Accept,0,Low
5305878,171,97,74,171,0,0,primary,6,6,0,0,2,6,0,0,0,0,0,6,5,1,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,28.5,30,-0.05,34.2,0,50000,1,0,1,0,Accept,0,Low
5307781,2059,2059,0,0,1027,708,upper_primary,56,38,0,18,28,0,16,0,17,9,39,17,32,0,32,25,0,0,1,1,1,1,1,1,1,1,1,1,1,36.77,35,0.0506,64.34,1,100000,1,0,1,0,Flag,13.73,Low
5309995,1306,915,391,685,352,220,primary,36,11,25,0,31,12,4,1,2,9,16,19,32,1,32,10,10,1,1,1,1,1,1,1,1,1,1,0,1,36.28,30,0.2093,40.81,0,100000,1,0,0.9722,0.6944,Flag,15.95,Low
5310466,163,133,30,0,109,54,upper_primary,9,7,2,0,3,0,2,0,7,0,5,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,18.11,35,-0.4826,32.6,0,50000,1,0,1,0.2222,Accept,3.33,Low
5313004,1283,723,560,846,437,0,primary,21,13,1,7,12,12,8,1,0,0,6,15,26,1,26,5,8,1,1,1,1,1,1,1,1,1,0,0,1,61.1,30,1.0367,49.35,0,100000,1,0,1,0.0476,Reject,29.22,Low
5315277,231,133,98,170,61,0,primary,12,4,8,0,7,7,4,0,0,0,1,11,11,1,11,4,4,1,1,1,1,1,1,1,1,1,0,0,1,19.25,30,-0.3583,21,0,50000,1,0,1,0.6667,Flag,10,Low
5316372,552,317,235,552,0,0,primary,18,6,12,0,15,14,0,0,0,0,7,11,25,2,25,5,7,1,1,1,1,1,1,1,1,1,0,0,1,30.67,30,0.0223,22.08,0,75000,1,0,1,0.6667,Flag,10.56,Low
5317578,4134,2265,1869,1920,1016,696,primary,109,109,0,0,57,39,23,1,14,18,57,52,84,4,84,43,21,1,1,1,1,1,1,1,1,1,0,0,1,37.93,30,0.2643,49.21,0,100000,1,0,1,0,Flag,10.06,Low
5327200,3648,3648,0,0,1884,1084,upper_primary,113,104,0,9,45,0,44,0,43,25,84,29,63,1,61,51,0,0,1,1,1,1,1,1,1,1,1,0,1,32.28,35,-0.0777,57.9,1,100000,1,0,1,0,Flag,10.05,Low
5330904,751,457,294,508,243,0,primary,14,2,12,0,6,3,7,3,0,0,9,5,28,1,28,8,20,1,1,1,1,1,1,1,1,1,0,1,1,53.64,30,0.788,26.82,0,75000,1,0,1,0.8571,Reject,32.56,Medium
5336670,434,302,132,303,131,0,primary,16,12,4,0,4,9,7,0,0,0,3,12,12,1,12,2,2,1,1,1,1,1,1,1,1,1,0,0,1,27.12,30,-0.096,36.17,0,75000,1,0,0.9375,0.25,Accept,3.75,Low
5337431,1959,1959,0,160,777,583,upper_primary,63,42,1,20,61,4,14,1,13,20,43,20,44,1,44,25,0,0,1,1,1,1,1,1,1,1,0,0,1,31.1,35,-0.1114,44.52,1,100000,1,0,1,0.0159,Flag,5.27,Low
5337531,643,380,263,286,191,71,primary,33,12,21,0,13,9,7,0,7,8,28,5,25,2,25,2,2,1,1,1,1,1,1,1,1,1,1,0,1,19.48,30,-0.3507,25.72,0,75000,1,0,1,0.6364,Flag,9.55,Low
5337921,455,455,0,455,0,0,primary,10,6,4,0,2,10,0,0,0,0,3,3,13,2,13,18,0,0,1,1,1,1,1,1,1,1,0,0,1,45.5,30,0.5167,35,1,75000,1,0,0.6,0.4,Reject,22.25,Low
5338793,2588,0,2588,0,990,536,upper_primary,74,47,0,27,26,0,9,0,30,35,56,18,34,3,34,0,20,1,0,1,1,1,1,1,1,1,0,0,1,34.97,35,-0.0009,76.12,1,100000,1,0,1,0,Flag,16.88,Low
5341700,835,412,423,835,0,0,primary,16,15,1,0,14,15,0,0,0,0,4,11,20,1,11,2,2,1,1,1,1,1,1,1,1,1,0,1,1,52.19,30,0.7397,41.75,0,75000,1,0,0.9375,0.0625,Reject,20.09,Low
5344896,363,363,0,363,0,0,primary,12,11,1,0,8,12,0,0,0,0,7,4,15,1,7,6,0,0,1,1,1,1,1,1,1,1,0,0,1,30.25,30,0.0083,24.2,1,75000,1,0,0.9167,0.0833,Flag,4.79,Low
5345574,734,467,267,399,240,95,primary,19,10,9,0,4,6,5,1,5,0,3,16,30,2,30,4,3,1,1,1,1,1,1,1,1,1,0,0,1,38.63,30,0.2877,24.47,0,75000,1,0,1,0.4737,Flag,14.3,Low
5345795,29,17,12,29,0,0,primary,4,4,0,0,4,4,0,0,0,0,1,3,6,1,6,3,2,1,1,1,1,1,1,1,1,1,0,0,1,7.25,30,-0.7583,4.83,0,10000,1,0,1,0,Accept,0,Low
5348501,408,228,180,330,78,0,primary,14,12,1,1,4,4,7,1,0,0,12,2,25,4,25,2,2,1,1,1,1,0,1,1,1,1,0,0,1,29.14,30,-0.0287,16.32,0,75000,1,0,1,0.0714,Accept,1.07,Low
5351097,253,148,105,253,0,0,primary,9,9,0,0,0,9,0,0,0,0,6,3,14,1,14,2,2,1,1,1,1,1,1,1,1,1,0,0,0,28.11,30,-0.063,18.07,0,75000,1,0,1,0,Accept,0,Low
5353082,478,297,181,478,0,0,primary,13,13,0,0,2,13,0,0,0,0,1,11,33,1,33,3,3,1,1,1,1,1,1,1,1,1,0,0,1,36.77,30,0.2257,14.48,0,75000,1,0,0.9231,0,Flag,5.64,Low
5355318,95,95,0,17,38,30,upper_primary,12,10,0,2,2,1,2,0,4,5,10,2,8,1,8,2,0,0,1,1,1,1,1,1,1,1,0,0,1,7.92,35,-0.7737,11.88,1,25000,1,0,1,0,Flag,3.33,Low
5355831,822,517,305,426,252,144,primary,34,34,0,0,33,16,5,0,8,0,14,20,29,1,29,11,8,1,1,1,1,1,1,1,1,1,0,0,1,24.18,30,-0.194,28.34,0,75000,1,0,1,0,Accept,0,Low
5355916,221,111,110,221,0,0,primary,7,5,2,0,5,7,0,0,0,0,3,4,6,1,6,4,6,1,1,1,1,1,1,1,1,1,0,0,1,31.57,30,0.0523,36.83,0,50000,1,0,1,0.2857,Flag,5.59,Low
5360931,30,18,12,30,0,0,primary,5,1,4,0,0,5,0,0,0,0,2,3,5,1,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,6,30,-0.8,6,0,10000,1,0,1,0.8,Flag,12,Low
5361538,588,588,0,588,0,0,primary,16,16,0,0,16,16,0,0,0,0,5,10,15,1,15,19,0,0,1,1,1,1,1,1,1,1,0,1,1,36.75,30,0.225,39.2,1,75000,1,0,0.9375,0,Flag,8.96,Low
5361708,1052,692,360,384,131,98,primary,20,20,0,0,10,7,2,0,4,5,8,10,33,2,33,9,9,1,1,1,1,1,1,1,1,1,0,1,1,52.6,30,0.7533,31.88,0,100000,1,0,0.9,0,Reject,18.83,Low
5362823,242,139,103,107,78,57,primary,11,11,0,0,8,4,0,0,3,0,2,9,10,2,10,7,10,1,1,1,1,1,1,1,1,1,0,0,1,22,30,-0.2667,24.2,0,50000,1,0,1,0,Accept,0,Low
5363650,148,100,48,72,76,0,upper_primary,9,9,0,0,3,2,6,1,0,0,4,5,8,1,8,1,3,1,1,1,1,0,1,1,1,1,0,1,1,16.44,35,-0.5303,18.5,0,50000,1,0,1,0,Accept,0,Low
5364560,845,464,381,845,0,0,primary,22,20,2,0,9,21,0,0,0,0,3,16,31,2,31,13,15,1,1,1,1,1,1,1,1,1,0,1,1,38.41,30,0.2803,27.26,0,75000,1,0,0.8636,0.0909,Flag,8.37,Low
5367750,357,185,172,258,99,0,primary,14,8,5,1,14,4,3,5,0,0,3,11,10,1,10,2,2,1,1,1,1,1,1,1,1,1,0,0,1,25.5,30,-0.15,35.7,0,75000,1,0,1,0.3571,Accept,5.36,Low
5369357,324,213,111,256,68,0,primary,11,11,0,0,0,6,4,0,0,0,1,7,22,1,22,5,5,1,1,1,1,1,1,1,1,1,0,0,1,29.45,30,-0.0183,14.73,0,75000,1,0,0.7273,0,Accept,0,Low
5375579,299,191,108,182,117,0,primary,5,5,0,0,5,3,2,0,0,0,4,1,11,1,11,4,8,1,1,1,1,1,1,1,1,1,0,0,1,59.8,30,0.9933,27.18,0,75000,1,0,1,0,Reject,24.83,Low
5376118,339,0,339,339,0,0,primary,9,7,2,0,9,8,0,0,0,0,2,4,10,1,10,0,10,1,0,1,1,1,1,1,1,1,0,0,1,37.67,30,0.2557,33.9,1,75000,1,0,0.6667,0.2222,Flag,13.06,Low
5376996,1441,128,1313,337,372,318,upper_primary,61,54,1,6,16,11,17,0,12,20,42,19,37,6,37,27,51,1,1,1,1,1,1,1,1,1,0,0,1,23.62,35,-0.3251,38.95,0,100000,1,0,1,0.0164,Accept,0.25,Low
5382156,677,0,677,677,0,0,primary,11,9,2,0,11,11,0,0,0,0,1,10,11,1,11,0,12,1,0,1,1,1,1,1,1,1,0,0,1,61.55,30,1.0517,61.55,1,75000,1,0,1,0.1818,Reject,39.14,Medium
5384004,267,150,117,267,0,0,primary,9,7,2,0,7,8,0,0,0,0,5,4,11,1,11,9,9,1,1,1,1,1,1,1,1,1,0,0,1,29.67,30,-0.011,24.27,0,75000,1,0,1,0.2222,Accept,3.33,Low
5384433,423,250,173,316,107,0,primary,12,12,0,0,4,10,2,0,0,0,6,6,22,1,22,9,8,1,1,1,1,1,1,1,1,1,0,0,1,35.25,30,0.175,19.23,0,75000,1,0,1,0,Flag,4.38,Low
5386021,4308,0,4308,0,1805,1487,upper_primary,107,55,0,52,87,0,36,0,30,26,87,20,56,3,56,0,28,1,0,1,1,1,1,1,1,1,1,0,1,40.26,35,0.1503,76.93,1,100000,1,0,1,0,Flag,20.94,Low
5386113,315,178,137,223,92,0,primary,11,11,0,0,11,5,3,1,0,0,7,4,12,1,12,3,3,1,1,1,1,1,1,1,1,1,0,1,1,28.64,30,-0.0453,26.25,0,75000,1,0,1,0,Accept,0,Low
5387434,318,156,162,123,94,66,primary,17,11,6,0,16,4,3,0,4,5,13,4,14,1,14,3,4,1,1,1,1,1,1,1,1,1,1,0,1,18.71,30,-0.3763,22.71,0,75000,1,0,1,0.3529,Accept,5.29,Low
5388799,3329,1817,1512,1485,900,553,primary,95,95,0,0,95,42,13,1,23,16,58,37,58,4,58,17,27,1,1,1,1,1,1,1,1,1,1,0,1,35.04,30,0.168,57.4,0,100000,1,0,1,0,Flag,10.72,Low
5389021,5650,111,5539,552,2516,1546,upper_primary,135,105,0,30,126,11,6,0,82,33,99,35,92,0,92,36,54,1,1,1,1,1,1,1,1,1,0,1,1,41.85,35,0.1957,61.41,0,100000,1,0,0.9926,0,Flag,12.92,Low
5390976,190,100,90,190,0,0,primary,6,6,0,0,4,6,0,0,0,0,3,3,9,1,9,4,4,1,1,1,1,1,1,1,1,1,0,0,1,31.67,30,0.0557,21.11,0,50000,1,0,1,0,Flag,1.39,Low
5391758,132,63,69,132,0,0,primary,8,8,0,0,3,8,0,0,0,0,2,6,14,3,14,1,1,1,1,1,1,1,1,1,1,1,0,0,1,16.5,30,-0.45,9.43,0,50000,1,0,1,0,Accept,0,Low
5396123,2632,2632,0,0,1028,817,upper_primary,86,66,0,20,26,0,15,0,41,28,68,18,48,1,18,17,0,0,1,1,1,1,1,1,1,1,1,0,1,30.6,35,-0.1257,54.83,1,100000,1,0,1,0,Flag,8.89,Low
5396631,320,320,0,320,0,0,primary,4,4,0,0,4,4,0,0,0,0,1,1,5,1,5,2,0,0,1,1,1,1,1,1,1,1,0,0,1,80,30,1.6667,64,1,75000,1,0,0.5,0,Reject,37.33,Medium
5396993,488,296,192,183,122,90,primary,26,12,14,0,18,7,3,0,1,11,14,12,18,1,18,16,10,1,1,1,1,1,1,1,1,1,1,1,1,18.77,30,-0.3743,27.11,0,75000,1,0,1,0.5385,Accept,8.08,Low
5397866,288,168,120,187,101,0,primary,12,12,0,0,12,5,5,0,0,0,2,8,20,2,20,4,4,1,1,1,1,1,1,1,1,1,0,0,1,24,30,-0.2,14.4,0,75000,1,0,0.8333,0,Accept,0,Low
5399715,67,33,34,67,0,0,primary,6,3,3,0,6,3,0,0,0,0,1,3,6,1,6,3,3,1,1,1,1,1,1,1,1,1,0,1,1,11.17,30,-0.6277,11.17,0,25000,1,0,0.6667,0.5,Accept,7.5,Low
5402506,506,265,241,375,131,0,primary,17,15,2,0,16,10,5,0,0,0,2,7,16,1,16,3,3,1,1,1,1,1,1,1,1,1,0,1,1,29.76,30,-0.008,31.62,0,75000,1,0,0.5294,0.1176,Accept,1.76,Low
5402898,977,977,0,0,364,334,upper_primary,40,35,1,4,25,0,10,0,14,15,27,13,26,0,26,12,0,0,1,1,1,1,1,1,1,1,1,1,1,24.42,35,-0.3023,37.58,1,75000,1,0,1,0.025,Flag,3.71,Low
5403378,634,354,280,264,194,108,primary,38,11,17,10,38,5,9,3,8,7,22,16,28,1,28,12,12,1,1,1,1,1,1,1,1,1,1,1,1,16.68,30,-0.444,22.64,0,75000,1,0,1,0.4474,Accept,6.71,Low
5404030,207,119,88,207,0,0,primary,8,7,1,0,5,7,0,0,0,0,3,5,19,1,19,6,6,1,1,1,1,1,1,1,1,1,0,0,1,25.88,30,-0.1373,10.89,0,50000,1,0,1,0.125,Accept,1.88,Low
